date,cars
2002-07-08,16898
2002-07-09,16642
2002-07-10,16652
2002-07-11,17350
2002-07-12,19000
2002-07-13,17411
2002-07-14,16112
2002-07-15,15722
2002-07-16,15605
2002-07-17,14974
2002-07-18,17653
2002-07-19,18847
2002-07-20,18846
2002-07-21,14234
2002-07-22,15405
2002-07-23,16668
2002-07-24,15620
2002-07-25,15936
2002-07-26,16381
2002-07-27,17064
2002-07-28,15071
2002-07-29,15650
2002-07-30,15200
2002-07-31,15929
2002-08-01,12953
2002-08-02,16137
2002-08-03,14060
2002-08-04,12892
2002-08-05,14877
2002-08-06,14849
2002-08-07,15147
2002-08-08,15454
2002-08-09,15055
2002-08-10,14136
2002-08-11,11574
2002-08-12,15032
2002-08-13,16990
2002-08-14,16877
2002-08-15,17504
2002-08-16,16787
2002-08-17,16855
2002-08-18,16136
2002-08-19,15209
2002-08-20,15184
2002-08-21,15852
2002-08-22,15989
2002-08-23,16675
2002-08-24,16638
2002-08-25,15187
2002-08-26,14046
2002-08-27,14781
2002-08-28,15030
2002-08-29,14803
2002-08-30,15833
2002-08-31,15961
2002-09-01,12729
2002-09-02,13565
2002-09-03,14123
2002-09-04,14333
2002-09-05,14257
2002-09-06,15182
2002-09-07,14930
2002-09-08,13350
2002-09-09,12862
2002-09-10,14145
2002-09-11,14112
2002-09-12,13832
2002-09-13,14758
2002-09-14,14820
2002-09-15,13640
2002-09-16,11986
2002-09-17,14290
2002-09-18,13976
2002-09-19,13748
2002-09-20,14838
2002-09-21,14411
2002-09-22,10956
2002-09-23,12696
2002-09-24,13549
2002-09-25,14089
2002-09-26,13694
2002-09-27,15073
2002-09-28,16096
2002-09-29,13237
2002-09-30,13840
2002-10-01,14180
2002-10-02,14362
2002-10-03,14420
2002-10-04,14777
2002-10-05,14786
2002-10-06,10365
2002-10-07,13122
2002-10-08,17078
2002-10-09,15058
2002-10-10,13434
2002-10-11,14185
2002-10-12,14119
2002-10-13,12749
2002-10-14,11928
2002-10-15,13051
2002-10-16,14081
2002-10-17,12371
2002-10-18,13252
2002-10-19,13480
2002-10-20,11973
2002-10-21,14184
2002-10-22,12842
2002-10-23,12524
2002-10-24,13729
2002-10-25,14206
2002-10-26,15166
2002-10-27,11858
2002-10-28,13365
2002-10-29,14192
2002-10-30,13999
2002-10-31,14046
2002-11-01,16518
2002-11-02,13363
2002-11-03,10351
2002-11-04,11838
2002-11-05,13102
2002-11-06,13779
2002-11-07,12512
2002-11-08,14534
2002-11-09,13371
2002-11-10,10052
2002-11-11,12086
2002-11-12,13246
2002-11-13,12763
2002-11-14,12553
2002-11-15,13986
2002-11-16,13135
2002-11-17,12330
2002-11-18,12057
2002-11-19,12924
2002-11-20,13390
2002-11-21,13501
2002-11-22,14669
2002-11-23,14044
2002-11-24,9816
2002-11-25,12026
2002-11-26,12639
2002-11-27,13162
2002-11-28,13286
2002-11-29,14619
2002-11-30,14853
2002-12-01,11360
2002-12-02,12161
2002-12-03,12962
2002-12-04,13473
2002-12-05,13948
2002-12-06,15284
2002-12-07,14767
2002-12-08,13328
2002-12-09,12354
2002-12-10,13635
2002-12-11,13650
2002-12-12,13659
2002-12-13,14890
2002-12-14,15200
2002-12-15,12319
2002-12-16,13172
2002-12-17,13738
2002-12-18,14275
2002-12-19,14577
2002-12-20,16169
2002-12-21,14493
2002-12-22,11194
2002-12-23,14968
2002-12-24,13306
2002-12-25,9161
2002-12-26,11418
2002-12-27,13660
2002-12-28,13234
2002-12-29,9813
2002-12-30,13760
2002-12-31,12117
2003-01-01,10647
2003-01-02,11934
2003-01-03,13472
2003-01-04,13287
2003-01-05,10037
2003-01-06,12042
2003-01-07,12560
2003-01-08,12785
2003-01-09,12500
2003-01-10,13276
2003-01-11,13091
2003-01-12,12810
2003-01-13,12311
2003-01-14,12721
2003-01-15,13423
2003-01-16,12851
2003-01-17,15044
2003-01-18,17629
2003-01-19,14006
2003-01-20,12727
2003-01-21,12650
2003-01-22,12683
2003-01-23,12338
2003-01-24,14548
2003-01-25,17070
2003-01-26,12741
2003-01-27,12587
2003-01-28,12807
2003-01-29,13073
2003-01-30,12853
2003-01-31,14064
2003-02-01,15023
2003-02-02,10414
2003-02-03,12312
2003-02-04,12849
2003-02-05,11480
2003-02-06,11501
2003-02-07,14111
2003-02-08,16291
2003-02-09,12814
2003-02-10,12772
2003-02-11,13280
2003-02-12,13467
2003-02-13,13630
2003-02-14,15314
2003-02-15,17175
2003-02-16,11584
2003-02-17,12592
2003-02-18,13759
2003-02-19,13459
2003-02-20,13530
2003-02-21,15850
2003-02-22,18769
2003-02-23,13290
2003-02-24,13521
2003-02-25,14155
2003-02-26,13944
2003-02-27,14349
2003-02-28,15775
2003-03-01,17653
2003-03-02,11355
2003-03-03,14169
2003-03-04,14419
2003-03-05,14952
2003-03-06,14440
2003-03-07,15467
2003-03-08,16992
2003-03-09,15952
2003-03-10,14138
2003-03-11,14298
2003-03-12,14449
2003-03-13,14776
2003-03-14,16799
2003-03-15,16439
2003-03-16,15869
2003-03-17,13687
2003-03-18,14089
2003-03-19,17153
2003-03-20,14443
2003-03-21,15271
2003-03-22,16080
2003-03-23,16596
2003-03-24,13748
2003-03-25,14579
2003-03-26,14574
2003-03-27,14550
2003-03-28,15099
2003-03-29,16896
2003-03-30,14371
2003-03-31,14348
2003-04-01,14828
2003-04-02,13862
2003-04-03,14083
2003-04-04,15810
2003-04-05,16320
2003-04-06,14069
2003-04-07,13950
2003-04-08,14391
2003-04-09,14144
2003-04-10,14239
2003-04-11,16344
2003-04-12,15498
2003-04-13,15772
2003-04-14,14676
2003-04-15,15607
2003-04-16,16002
2003-04-17,16887
2003-04-18,16648
2003-04-19,16322
2003-04-20,13321
2003-04-21,13817
2003-04-22,16485
2003-04-23,16684
2003-04-24,17142
2003-04-25,16948
2003-04-26,15470
2003-04-27,14138
2003-04-28,14237
2003-04-29,15474
2003-04-30,14387
2003-05-01,17048
2003-05-02,16934
2003-05-03,17646
2003-05-04,16641
2003-05-05,14968
2003-05-06,14675
2003-05-07,15401
2003-05-08,15351
2003-05-09,16380
2003-05-10,16416
2003-05-11,15593
2003-05-12,14344
2003-05-13,13948
2003-05-14,14636
2003-05-15,15609
2003-05-16,16420
2003-05-17,15331
2003-05-18,13717
2003-05-19,14246
2003-05-20,14143
2003-05-21,14589
2003-05-22,14214
2003-05-23,16356
2003-05-24,16783
2003-05-25,12590
2003-05-26,13978
2003-05-27,15394
2003-05-28,16451
2003-05-29,14460
2003-05-30,16405
2003-05-31,16290
2003-06-01,13153
2003-06-02,13940
2003-06-03,14933
2003-06-04,15828
2003-06-05,16470
2003-06-06,17508
2003-06-07,16895
2003-06-08,15350
2003-06-09,14590
2003-06-10,15765
2003-06-11,15743
2003-06-12,15012
2003-06-13,18239
2003-06-14,16778
2003-06-15,14156
2003-06-16,15708
2003-06-17,15161
2003-06-18,15031
2003-06-19,16961
2003-06-20,15801
2003-06-21,16805
2003-06-22,15055
2003-06-23,14516
2003-06-24,14759
2003-06-25,15054
2003-06-26,15143
2003-06-27,16774
2003-06-28,17741
2003-06-29,15326
2003-06-30,15496
2003-07-01,15249
2003-07-02,15612
2003-07-03,16539
2003-07-04,16868
2003-07-05,18815
2003-07-06,17736
2003-07-07,16578
2003-07-08,17594
2003-07-09,18070
2003-07-10,17603
2003-07-11,19730
2003-07-12,19513
2003-07-13,18339
2003-07-14,17376
2003-07-15,17688
2003-07-16,17633
2003-07-17,18150
2003-07-18,18376
2003-07-19,18667
2003-07-20,16864
2003-07-21,15355
2003-07-22,15529
2003-07-23,15832
2003-07-24,16270
2003-07-25,17313
2003-07-26,17109
2003-07-27,12991
2003-07-28,15826
2003-07-29,16541
2003-07-30,16444
2003-07-31,17585
2003-08-01,15630
2003-08-02,16637
2003-08-03,14398
2003-08-04,15216
2003-08-05,15759
2003-08-06,16012
2003-08-07,15876
2003-08-08,16291
2003-08-09,16407
2003-08-10,14985
2003-08-11,15509
2003-08-12,16121
2003-08-13,16619
2003-08-14,16205
2003-08-15,18924
2003-08-16,16626
2003-08-17,15171
2003-08-18,15424
2003-08-19,16959
2003-08-20,16172
2003-08-21,16065
2003-08-22,17294
2003-08-23,17961
2003-08-24,16376
2003-08-25,15377
2003-08-26,16203
2003-08-27,16155
2003-08-28,15978
2003-08-29,15663
2003-08-30,15785
2003-08-31,13978
2003-09-01,14428
2003-09-02,15944
2003-09-03,15121
2003-09-04,15122
2003-09-05,14908
2003-09-06,14865
2003-09-07,13664
2003-09-08,13678
2003-09-09,13847
2003-09-10,14035
2003-09-11,14299
2003-09-12,15275
2003-09-13,15912
2003-09-14,14981
2003-09-15,15210
2003-09-16,14369
2003-09-17,14844
2003-09-18,14583
2003-09-19,15330
2003-09-20,15501
2003-09-21,14919
2003-09-22,12260
2003-09-23,18246
2003-09-24,17840
2003-09-25,17791
2003-09-26,19761
2003-09-27,20037
2003-09-28,15126
2003-09-29,16492
2003-09-30,16944
2003-10-01,17105
2003-10-02,17343
2003-10-03,16833
2003-10-04,14935
2003-10-05,11203
2003-10-06,13785
2003-10-07,13973
2003-10-08,14713
2003-10-09,14101
2003-10-10,16432
2003-10-11,15449
2003-10-12,13241
2003-10-13,14006
2003-10-14,14274
2003-10-15,14704
2003-10-16,14494
2003-10-17,15039
2003-10-18,14454
2003-10-19,12486
2003-10-20,13013
2003-10-21,13270
2003-10-22,13855
2003-10-23,12989
2003-10-24,14155
2003-10-25,15613
2003-10-26,11953
2003-10-27,13340
2003-10-28,14298
2003-10-29,14192
2003-10-30,14492
2003-10-31,14893
2003-11-01,16933
2003-11-02,12686
2003-11-03,12842
2003-11-04,14138
2003-11-05,14620
2003-11-06,14374
2003-11-07,15851
2003-11-08,14880
2003-11-09,11999
2003-11-10,13146
2003-11-11,13744
2003-11-12,13770
2003-11-13,13911
2003-11-14,14682
2003-11-15,14722
2003-11-16,11083
2003-11-17,12763
2003-11-18,13534
2003-11-19,14066
2003-11-20,13579
2003-11-21,15099
2003-11-22,14411
2003-11-23,11357
2003-11-24,12692
2003-11-25,13345
2003-11-26,14238
2003-11-27,12984
2003-11-28,14125
2003-11-29,15244
2003-11-30,11213
2003-12-01,12752
2003-12-02,13285
2003-12-03,13582
2003-12-04,13850
2003-12-05,15026
2003-12-06,15808
2003-12-07,14000
2003-12-08,17312
2003-12-09,13643
2003-12-10,13865
2003-12-11,12631
2003-12-12,15585
2003-12-13,16576
2003-12-14,11793
2003-12-15,12855
2003-12-16,13769
2003-12-17,14380
2003-12-18,14463
2003-12-19,14761
2003-12-20,14958
2003-12-21,10472
2003-12-22,14011
2003-12-23,14863
2003-12-24,13279
2003-12-25,9645
2003-12-26,12174
2003-12-27,14325
2003-12-28,9456
2003-12-29,12990
2003-12-30,13639
2003-12-31,12309
2004-01-01,9669
2004-01-02,11553
2004-01-03,14670
2004-01-04,10740
2004-01-05,12372
2004-01-06,12573
2004-01-07,12669
2004-01-08,12767
2004-01-09,13104
2004-01-10,13263
2004-01-11,9633
2004-01-12,12363
2004-01-13,12329
2004-01-14,13055
2004-01-15,12612
2004-01-16,13809
2004-01-17,13343
2004-01-18,10792
2004-01-19,12726
2004-01-20,11802
2004-01-21,13089
2004-01-22,13185
2004-01-23,14321
2004-01-24,13715
2004-01-25,12426
2004-01-26,12051
2004-01-27,12716
2004-01-28,12525
2004-01-29,12641
2004-01-30,14770
2004-01-31,16233
2004-02-01,16062
2004-02-02,13571
2004-02-03,13872
2004-02-04,14285
2004-02-05,14272
2004-02-06,15789
2004-02-07,14582
2004-02-08,11631
2004-02-09,13266
2004-02-10,13732
2004-02-11,13490
2004-02-12,13903
2004-02-13,15966
2004-02-14,19285
2004-02-15,13654
2004-02-16,13205
2004-02-17,13651
2004-02-18,13562
2004-02-19,13701
2004-02-20,14994
2004-02-21,17466
2004-02-22,11512
2004-02-23,12039
2004-02-24,13761
2004-02-25,13640
2004-02-26,12910
2004-02-27,15516
2004-02-28,17443
2004-02-29,12279
2004-03-01,16062
2004-03-02,13571
2004-03-03,13872
2004-03-04,14285
2004-03-05,14272
2004-03-06,15789
2004-03-07,14582
2004-03-08,11631
2004-03-09,13266
2004-03-10,13732
2004-03-11,13490
2004-03-12,13903
2004-03-13,15966
2004-03-14,19285
2004-03-15,13654
2004-03-16,13205
2004-03-17,13651
2004-03-18,13562
2004-03-19,13701
2004-03-20,14994
2004-03-21,17466
2004-03-22,11512
2004-03-23,12039
2004-03-24,13761
2004-03-25,13640
2004-03-26,12910
2004-03-27,15516
2004-03-28,17443
2004-03-29,12279
2004-03-30,13849
2004-03-31,14110
2004-04-01,14324
2004-04-02,14196
2004-04-03,14779
2004-04-04,14864
2004-04-05,12134
2004-04-06,12844
2004-04-07,13790
2004-04-08,13615
2004-04-09,13316
2004-04-10,14838
2004-04-11,14607
2004-04-12,11888
2004-04-13,14394
2004-04-14,15789
2004-04-15,17468
2004-04-16,15711
2004-04-17,18610
2004-04-18,15172
2004-04-19,13722
2004-04-20,13739
2004-04-21,13631
2004-04-22,14019
2004-04-23,14213
2004-04-24,15653
2004-04-25,16534
2004-04-26,16680
2004-04-27,14666
2004-04-28,15419
2004-04-29,15900
2004-04-30,15783
2004-05-01,16768
2004-05-02,16617
2004-05-03,13282
2004-05-04,15128
2004-05-05,14708
2004-05-06,14906
2004-05-07,17108
2004-05-08,12409
2004-05-09,15048
2004-05-10,14079
2004-05-11,14421
2004-05-12,14834
2004-05-13,19533
2004-05-14,19147
2004-05-15,20651
2004-05-16,20340
2004-05-17,14875
2004-05-18,16006
2004-05-19,16436
2004-05-20,17742
2004-05-21,17803
2004-05-22,19380
2004-05-23,19385
2004-05-24,18678
2004-05-25,16904
2004-05-26,17766
2004-05-27,18747
2004-05-28,17994
2004-05-29,20869
2004-05-30,18141
2004-05-31,15232
2004-06-01,16828
2004-06-02,17103
2004-06-03,17365
2004-06-04,16869
2004-06-05,20296
2004-06-06,17458
2004-06-07,15643
2004-06-08,16443
2004-06-09,16975
2004-06-10,18017
2004-06-11,17281
2004-06-12,19657
2004-06-13,20269
2004-06-14,18047
2004-06-15,17518
2004-06-16,19072
2004-06-17,22427
2004-06-18,19000
2004-06-19,19349
2004-06-20,17695
2004-06-21,18063
2004-06-22,17525
2004-06-23,17898
2004-06-24,18450
2004-06-25,18493
2004-06-26,20532
2004-06-27,20075
2004-06-28,18335
2004-06-29,18158
2004-06-30,18559
2004-07-01,17540
2004-07-02,17372
2004-07-03,19313
2004-07-04,19276
2004-07-05,16952
2004-07-06,17390
2004-07-07,18471
2004-07-08,18675
2004-07-09,18410
2004-07-10,19467
2004-07-11,17763
2004-07-12,14499
2004-07-13,15110
2004-07-14,15621
2004-07-15,16215
2004-07-16,16326
2004-07-17,20080
2004-07-18,17661
2004-07-19,14499
2004-07-20,15104
2004-07-21,15872
2004-07-22,16858
2004-07-23,16591
2004-07-24,19831
2004-07-25,20358
2004-07-26,17851
2004-07-27,16026
2004-07-28,17348
2004-07-29,17338
2004-07-30,17141
2004-07-31,18891
2004-08-01,20037
2004-08-02,17313
2004-08-03,17668
2004-08-04,17693
2004-08-05,18398
2004-08-06,18583
2004-08-07,19813
2004-08-08,21808
2004-08-09,17637
2004-08-10,17420
2004-08-11,17938
2004-08-12,19962
2004-08-13,21006
2004-08-14,21788
2004-08-15,22050
2004-08-16,18625
2004-08-17,17249
2004-08-18,17426
2004-08-19,19355
2004-08-20,21661
2004-08-21,22936
2004-08-22,21306
2004-08-23,17038
2004-08-24,17603
2004-08-25,18244
2004-08-26,19826
2004-08-27,19864
2004-08-28,21389
2004-08-29,20778
2004-08-30,15319
2004-08-31,19261
2004-09-01,17877
2004-09-02,18602
2004-09-03,19234
2004-09-04,20805
2004-09-05,20783
2004-09-06,18151
2004-09-07,19076
2004-09-08,17715
2004-09-09,18794
2004-09-10,19036
2004-09-11,21236
2004-09-12,20761
2004-09-13,18694
2004-09-14,19520
2004-09-15,18686
2004-09-16,18630
2004-09-17,19043
2004-09-18,20392
2004-09-19,20705
2004-09-20,19730
2004-09-21,17522
2004-09-22,15485
2004-09-23,16880
2004-09-24,17076
2004-09-25,19309
2004-09-26,20908
2004-09-27,16401
2004-09-28,15779
2004-09-29,15645
2004-09-30,16809
2004-10-01,17215
2004-10-02,19928
2004-10-03,21165
2004-10-04,18043
2004-10-05,15500
2004-10-06,16513
2004-10-07,16643
2004-10-08,18846
2004-10-09,20732
2004-10-10,19907
2004-10-11,16194
2004-10-12,15784
2004-10-13,15262
2004-10-14,15997
2004-10-15,16246
2004-10-16,19068
2004-10-17,17875
2004-10-18,17388
2004-10-19,14745
2004-10-20,16364
2004-10-21,16081
2004-10-22,17786
2004-10-23,19199
2004-10-24,17631
2004-10-25,13314
2004-10-26,15297
2004-10-27,15493
2004-10-28,15803
2004-10-29,16746
2004-10-30,19082
2004-10-31,19570
2004-11-01,17207
2004-11-02,15971
2004-11-03,16298
2004-11-04,16787
2004-11-05,15920
2004-11-06,17732
2004-11-07,18480
2004-11-08,15069
2004-11-09,15015
2004-11-10,14877
2004-11-11,15737
2004-11-12,16581
2004-11-13,18138
2004-11-14,16395
2004-11-15,12473
2004-11-16,13837
2004-11-17,13704
2004-11-18,14234
2004-11-19,14815
2004-11-20,18669
2004-11-21,19057
2004-11-22,16022
2004-11-23,14598
2004-11-24,14406
2004-11-25,15691
2004-11-26,15634
2004-11-27,18831
2004-11-28,18597
2004-11-29,14202
2004-11-30,18840
2004-12-01,14477
2004-12-02,15208
2004-12-03,15145
2004-12-04,18209
2004-12-05,16769
2004-12-06,13425
2004-12-07,14014
2004-12-08,12768
2004-12-09,12553
2004-12-10,12285
2004-12-11,13172
2004-12-12,12888
2004-12-13,9774
2004-12-14,11332
2004-12-15,12053
2004-12-16,12650
2004-12-17,12571
2004-12-18,13000
2004-12-19,12938
2004-12-20,9856
2004-12-21,11524
2004-12-22,11981
2004-12-23,12779
2004-12-24,12425
2004-12-25,13519
2004-12-26,14523
2004-12-27,11495
2004-12-28,11606
2004-12-29,11945
2004-12-30,12535
2004-12-31,12299
2005-01-01,13679
2005-01-02,14748
2005-01-03,11615
2005-01-04,12056
2005-01-05,12800
2005-01-06,16129
2005-01-07,12849
2005-01-08,13416
2005-01-09,14140
2005-01-10,11639
2005-01-11,12001
2005-01-12,12392
2005-01-13,13030
2005-01-14,13030
2005-01-15,13054
2005-01-16,13225
2005-01-17,8963
2005-01-18,12077
2005-01-19,12759
2005-01-20,13503
2005-01-21,13665
2005-01-22,11616
2005-01-23,8174
2005-01-24,7799
2005-01-25,10877
2005-01-26,11152
2005-01-27,11226
2005-01-28,12759
2005-01-29,10519
2005-01-30,8672
2005-01-31,9506
2005-02-01,10981
2005-02-02,11266
2005-02-03,11277
2005-02-04,10899
2005-02-05,11922
2005-02-06,12368
2005-02-07,9481
2005-02-08,11326
2005-02-09,11434
2005-02-10,11520
2005-02-11,11477
2005-02-12,12663
2005-02-13,12273
2005-02-14,11088
2005-02-15,11255
2005-02-16,10738
2005-02-17,10726
2005-02-18,10791
2005-02-19,12151
2005-02-20,11493
2005-02-21,6594
2005-02-22,9441
2005-02-23,10245
2005-02-24,10590
2005-02-25,11126
2005-02-26,12113
2005-02-27,11909
2005-02-28,10603
2005-03-01,10962
2005-03-02,10524
2005-03-03,11416
2005-03-04,11718
2005-03-05,12857
2005-03-06,15679
2005-03-07,10300
2005-03-08,11340
2005-03-09,11856
2005-03-10,12031
2005-03-11,11704
2005-03-12,12339
2005-03-13,15412
2005-03-14,8173
2005-03-15,10572
2005-03-16,9891
2005-03-17,10848
2005-03-18,11146
2005-03-19,12261
2005-03-20,12281
2005-03-21,7219
2005-03-22,10706
2005-03-23,10978
2005-03-24,11287
2005-03-25,11782
2005-03-26,13204
2005-03-27,14524
2005-03-28,10177
2005-03-29,11133
2005-03-30,11783
2005-03-31,11810
2005-04-01,11657
2005-04-02,12457
2005-04-03,11805
2005-04-04,8146
2005-04-05,10899
2005-04-06,11512
2005-04-07,11840
2005-04-08,12305
2005-04-09,13149
2005-04-10,13543
2005-04-11,13221
2005-04-12,13245
2005-04-13,13246
2005-04-14,13225
2005-04-15,13475
2005-04-16,14318
2005-04-17,16994
2005-04-18,14178
2005-04-19,12443
2005-04-20,12109
2005-04-21,12896
2005-04-22,13601
2005-04-23,13184
2005-04-24,14370
2005-04-25,10867
2005-04-26,12153
2005-04-27,13051
2005-04-28,13134
2005-04-29,12990
2005-04-30,14934
2005-05-01,15181
2005-05-02,13095
2005-05-03,12492
2005-05-04,13148
2005-05-05,14189
2005-05-06,12161
2005-05-07,13023
2005-05-08,12223
2005-05-09,11496
2005-05-10,12063
2005-05-11,12783
2005-05-12,12918
2005-05-13,13616
2005-05-14,13668
2005-05-15,13077
2005-05-16,8026
2005-05-17,12408
2005-05-18,14104
2005-05-19,14534
2005-05-20,15334
2005-05-21,19118
2005-05-22,17197
2005-05-23,12520
2005-05-24,14461
2005-05-25,15160
2005-05-26,15757
2005-05-27,15796
2005-05-28,18203
2005-05-29,19281
2005-05-30,16432
2005-05-31,15513
2005-06-01,15967
2005-06-02,19158
2005-06-03,14499
2005-06-04,17981
2005-06-05,16514
2005-06-06,17058
2005-06-07,14471
2005-06-08,14928
2005-06-09,16190
2005-06-10,15645
2005-06-11,18442
2005-06-12,16893
2005-06-13,15989
2005-06-14,13377
2005-06-15,16857
2005-06-16,15845
2005-06-17,16496
2005-06-18,19689
2005-06-19,16717
2005-06-20,12212
2005-06-21,14265
2005-06-22,15786
2005-06-23,16928
2005-06-24,19013
2005-06-25,18665
2005-06-26,19507
2005-06-27,15508
2005-06-28,15038
2005-06-29,15219
2005-06-30,16140
2005-07-01,16827
2005-07-02,18622
2005-07-03,17816
2005-07-04,15700
2005-07-05,15068
2005-07-06,15773
2005-07-07,16413
2005-07-08,15878
2005-07-09,18979
2005-07-10,20532
2005-07-11,16033
2005-07-12,14758
2005-07-13,15273
2005-07-14,16080
2005-07-15,16321
2005-07-16,19057
2005-07-17,19256
2005-07-18,16678
2005-07-19,15496
2005-07-20,15828
2005-07-21,16612
2005-07-22,17190
2005-07-23,19408
2005-07-24,19833
2005-07-25,17129
2005-07-26,15869
2005-07-27,15509
2005-07-28,16282
2005-07-29,18688
2005-07-30,19236
2005-07-31,19584
2005-08-01,18074
2005-08-02,16591
2005-08-03,17912
2005-08-04,17820
2005-08-05,17951
2005-08-06,20957
2005-08-07,21258
2005-08-08,17080
2005-08-09,17598
2005-08-10,18236
2005-08-11,18649
2005-08-12,20035
2005-08-13,21489
2005-08-14,21885
2005-08-15,19882
2005-08-16,17094
2005-08-17,17080
2005-08-18,19127
2005-08-19,20261
2005-08-20,22889
2005-08-21,20776
2005-08-22,18770
2005-08-23,21666
2005-08-24,17818
2005-08-25,18667
2005-08-26,19137
2005-08-27,19999
2005-08-28,20178
2005-08-29,16603
2005-08-30,16010
2005-08-31,20148
2005-09-01,19058
2005-09-02,19386
2005-09-03,20046
2005-09-04,21681
2005-09-05,17517
2005-09-06,17869
2005-09-07,18671
2005-09-08,19084
2005-09-09,18790
2005-09-10,20589
2005-09-11,21656
2005-09-12,16462
2005-09-13,20273
2005-09-14,18717
2005-09-15,19672
2005-09-16,19406
2005-09-17,20949
2005-09-18,20110
2005-09-19,14702
2005-09-20,17688
2005-09-21,17778
2005-09-22,18921
2005-09-23,18906
2005-09-24,20809
2005-09-25,21096
2005-09-26,17262
2005-09-27,18201
2005-09-28,16216
2005-09-29,17819
2005-09-30,17407
2005-10-01,19095
2005-10-02,18797
2005-10-03,16678
2005-10-04,14977
2005-10-05,15841
2005-10-06,15676
2005-10-07,18314
2005-10-08,17490
2005-10-09,18379
2005-10-10,14926
2005-10-11,14094
2005-10-12,15242
2005-10-13,16094
2005-10-14,15581
2005-10-15,18643
2005-10-16,15711
2005-10-17,12763
2005-10-18,12698
2005-10-19,15604
2005-10-20,15547
2005-10-21,15668
2005-10-22,18421
2005-10-23,18491
2005-10-24,14513
2005-10-25,15253
2005-10-26,15254
2005-10-27,15235
2005-10-28,15579
2005-10-29,17881
2005-10-30,17889
2005-10-31,12343
2005-11-01,14883
2005-11-02,14429
2005-11-03,16897
2005-11-04,16453
2005-11-05,18180
2005-11-06,19286
2005-11-07,16625
2005-11-08,15123
2005-11-09,15455
2005-11-10,15931
2005-11-11,15274
2005-11-12,17784
2005-11-13,18503
2005-11-14,16388
2005-11-15,15801
2005-11-16,15942
2005-11-17,16308
2005-11-18,15434
2005-11-19,17795
2005-11-20,17520
